CD_MUNICIPIO_7,CD_MUNICIPIO,REGIONAL_SAUDE,NM_CIDADE,UF_MUNICIPIO,NM_REGIAO,CIDADES_HABITANTES,ID_SINGULAR
2926400,292640,Caetité,Riacho de Santana,BA,Nordeste,35757,
2512788,251278,III Núcleo Regional de Saúde,Riacho de Santo Antônio,PB,Nordeste,1999,
2512804,251280,VIII Núcleo Regional de Saúde,Riacho dos Cavalos,PB,Nordeste,8555,
3154507,315450,Montes Claros,Riacho dos Machados,MG,Sudeste,9471,045
2208858,220885,TD Chapada das Mangabeiras,Riacho Frio,PI,Nordeste,4306,
2410900,241090,III ETAM,Riachuelo,RN,Nordeste,8310,
2805901,280590,Região Aracaju,Riachuelo,SE,Nordeste,10354,
5218607,521860,São Patrício,Rialma,GO,Centro-Oeste,10961,
5218706,521870,São Patrício,Rianápolis,GO,Centro-Oeste,4832,
2109551,210955,Tocantins,Ribamar Fiquene,MA,Nordeste,7859,029
5007109,500710,NCT de Campo Grande,Ribas do Rio Pardo,MS,Centro-Oeste,25310,004
3542800,354280,Sorocaba,Ribeira,SP,Sudeste,3320,900
2926509,292650,Cícero Dantas,Ribeira do Amparo,BA,Nordeste,14631,162
2208874,220887,TD Vale dos Rios Piauí e Itaueiras,Ribeira do Piauí,PI,Nordeste,4499,
2926608,292660,Cícero Dantas,Ribeira do Pombal,BA,Nordeste,54097,
2611804,261180,Palmares,Ribeirão,PE,Nordeste,47813,
3542909,354290,Araraquara,Ribeirão Bonito,SP,Sudeste,13376,028
3543006,354300,Sorocaba,Ribeirão Branco,SP,Sudeste,15984,031
5107180,510718,Água Boa,Ribeirão Cascalheira,MT,Centro-Oeste,10450,062
4121802,412180,Jacarezinho,Ribeirão Claro,PR,Sul,10622,046
3543105,354310,Franca,Ribeirão Corrente,SP,Sudeste,4786,076
3154606,315460,Belo Horizonte,Ribeirão das Neves,MG,Sudeste,341415,009
2926657,292665,Vitória da Conquista,Ribeirão do Largo,BA,Nordeste,4896,
4121901,412190,Cornélio Procópio,Ribeirão do Pinhal,PR,Sul,12869,
3543204,354320,Marília,Ribeirão do Sul,SP,Sudeste,4537,101
3543238,354323,Presidente Prudente,Ribeirão dos Índios,SP,Sudeste,2222,075
3543253,354325,Sorocaba,Ribeirão Grande,SP,Sudeste,7686,900
3543303,354330,Grande São Paulo,Ribeirão Pires,SP,Sudeste,125238,900
3543402,354340,Ribeirão Preto,Ribeirão Preto,SP,Sudeste,720116,008
3154705,315470,Varginha,Ribeirão Vermelho,MG,Sudeste,4061,045
5107198,510719,Barra do Garças,Ribeirãozinho,MT,Centro-Oeste,2439,062
2208908,220890,TD Tabuleiros do Alto Parnaíba,Ribeiro Gonçalves,PI,Nordeste,7408,
2806008,280600,Região Itabaiana,Ribeirópolis,SE,Nordeste,18891,
3543600,354360,Franca,Rifaina,SP,Sudeste,3651,076
3543709,354370,Araraquara,Rincão,SP,Sudeste,10824,048
3543808,354380,Marília,Rinópolis,SP,Sudeste,9940,075
3154804,315480,Belo Horizonte,Rio Acima,MG,Sudeste,10524,009
4122008,412200,Irati,Rio Azul,PR,Sul,15433,
3204351,320435,SR Colatina,Rio Bananal,ES,Sudeste,19398,156
4122107,412210,Apucarana,Rio Bom,PR,Sul,3162,046
3304300,330430,Metropolitana II,Rio Bonito,RJ,Sudeste,60930,064
4122156,412215,Guarapuava,Rio Bonito do Iguaçu,PR,Sul,13240,
1200401,120040,Acre,Rio Branco,AC,Norte,419452,169
5107206,510720,Cáceres,Rio Branco,MT,Centro-Oeste,5147,062
4122172,412217,Ivaiporã,Rio Branco do Ivaí,PR,Sul,4121,052
4122206,412220,Metropolitana,Rio Branco do Sul,PR,Sul,32635,052
5007208,500720,NCT de Dourados,Rio Brilhante,MS,Centro-Oeste,38844,018
3154903,315490,Ponte Nova,Rio Casca,MG,Sudeste,13384,045
3304409,330440,Médio Paraíba,Rio Claro,RJ,Sudeste,18677,064
3543907,354390,Piracicaba,Rio Claro,SP,Sudeste,209548,065
1100262,110026,Departamento de Epidemiologia,Rio Crespo,RO,Norte,3843,166
1718659,171865,Região de Saúde Sudeste,Rio da Conceição,TO,Norte,2211,001
4214409,421440,Videira,Rio das Antas,SC,Sul,6199,011
3304508,330450,Médio Paraíba,Rio das Flores,RJ,Sudeste,9401,061
3304524,330452,Baixada Litorânea,Rio das Ostras,RJ,Sudeste,159529,064
3544004,354400,Piracicaba,Rio das Pedras,SP,Sudeste,36233,016
2926707,292670,Brumado,Rio de Contas,BA,Nordeste,12878,
3304557,330455,Metropolitana I,Rio de Janeiro,RJ,Sudeste,6775561,024
2926806,292680,Caetité,Rio do Antônio,BA,Nordeste,15521,
4214508,421450,Rio do Sul,Rio do Campo,SC,Sul,5864,011
2408953,240895,III ETAM,Rio do Fogo,RN,Nordeste,10961,
4214607,421460,Rio do Sul,Rio do Oeste,SC,Sul,7552,011
2926905,292690,Boquira,Rio do Pires,BA,Nordeste,11672,
3155108,315510,Pedra Azul,Rio do Prado,MG,Sudeste,5117,045
4214805,421480,Rio do Sul,Rio do Sul,SC,Sul,72931,011
3155009,315500,Ponte Nova,Rio Doce,MG,Sudeste,2630,045
1718709,171870,Região de Saúde de Miracema,Rio dos Bois,TO,Norte,2879,001
4214706,421470,Timbó,Rio dos Cedros,SC,Sul,11937,011
4315552,431555,CRS 19 Frederico Westphalen,Rio dos Índios,RS,Sul,2571,005
3155207,315520,Barbacena,Rio Espera,MG,Sudeste,5332,045
2611903,261190,Palmares,Rio Formoso,PE,Nordeste,23719,
4214904,421490,Tubarão,Rio Fortuna,SC,Sul,4630,011
4315602,431560,CRS 03 Pelotas,Rio Grande,RS,Sul,212881,157
3544103,354410,Grande São Paulo,Rio Grande da Serra,SP,Sudeste,52009,900
2209005,220900,TD Vale dos Rios Piauí e Itaueiras,Rio Grande do Piauí,PI,Nordeste,6434,
2707701,270770,Região 01,Rio Largo,AL,Nordeste,75662,038
3155306,315530,Belo Horizonte,Rio Manso,MG,Sudeste,5924,009
1506161,150616,Entre Rios,Rio Maria,PA,Norte,18208,029
4215000,421500,Mafra,Rio Negrinho,SC,Sul,42684,011
4122305,412230,Metropolitana,Rio Negro,PR,Sul,34645,192
5007307,500730,NCT de Coxim,Rio Negro,MS,Centro-Oeste,4758,004
3155405,315540,Juiz de Fora,Rio Novo,MG,Sudeste,8964,042
3204401,320440,SR Cachoeiro do Itapemirim,Rio Novo do Sul,ES,Sudeste,11630,156
3155504,315550,Patos de Minas,Rio Paranaíba,MG,Sudeste,12356,045
4315701,431570,CRS 13 Santa Cruz do Sul,Rio Pardo,RS,Sul,38257,003
3155603,315560,Montes Claros,Rio Pardo de Minas,MG,Sudeste,31171,045
3155702,315570,Itabira,Rio Piracicaba,MG,Sudeste,14325,045
3155801,315580,Ubá,Rio Pomba,MG,Sudeste,18007,042
3155900,315590,Juiz de Fora,Rio Preto,MG,Sudeste,5493,045
1303569,130356,Entorno de Manaus,Rio Preto da Eva,AM,Norte,34856,037
5218789,521878,Estrada de Ferro,Rio Quente,GO,Centro-Oeste,4728,056
2927002,292700,Alagoinhas,Rio Real,BA,Nordeste,41209,
4215059,421505,Lages,Rio Rufino,SC,Sul,2484,011
1718758,171875,Região de Saúde de Miracema,Rio Sono,TO,Norte,6498,001
2512903,251290,I Núcleo Regional de Saúde,Rio Tinto,PB,Nordeste,24258,
5218805,521880,Sudoeste I,Rio Verde,GO,Centro-Oeste,247259,130
5007406,500740,NCT de Coxim,Rio Verde de Mato Grosso,MS,Centro-Oeste,20025,004
3156007,315600,Diamantina,Rio Vermelho,MG,Sudeste,12635,045
3544202,354420,São José do Rio Preto,Riolândia,SP,Sudeste,12856,100
4315750,431575,CRS 02 Porto Alegre,Riozinho,RS,Sul,4698,174
4215075,421507,Chapecó,Riqueza,SC,Sul,4525,011
3156106,315610,São João Del Rei,Ritápolis,MG,Sudeste,4521,045
3543501,354350,Sorocaba,Riversul,SP,Sudeste,5364,900
4315800,431580,CRS 16 Lajeado,Roca Sales,RS,Sul,11556,003
5007505,500750,NCT de Campo Grande,Rochedo,MS,Centro-Oeste,5120,004
3156205,315620,Juiz de Fora,Rochedo de Minas,MG,Sudeste,2335,045
4215109,421510,Timbó,Rodeio,SC,Sul,11647,011
4315909,431590,CRS 19 Frederico Westphalen,Rodeio Bonito,RS,Sul,5868,005
3156304,315630,Ubá,Rodeiro,MG,Sudeste,8333,045
2927101,292710,Paulo Afonso,Rodelas,BA,Nordeste,9548,162
2411007,241100,VI ETAM,Rodolfo Fernandes,RN,Nordeste,4457,
1200427,120042,Cruzeiro do Sul,Rodrigues Alves,AC,Norte,19767,169
4315958,431595,CRS 12 Santo Ângelo,Rolador,RS,Sul,2270,183
4122404,412240,Londrina,Rolândia,PR,Sul,68165,046
4316006,431600,CRS 02 Porto Alegre,Rolante,RS,Sul,21591,174
1100288,110028,II Delegacia Regional de Saúde,Rolim de Moura,RO,Norte,55748,166
3156403,315640,Uberlândia,Romaria,MG,Sudeste,3507,045
4215208,421520,São Miguel do Oeste,Romelândia,SC,Sul,4584,011
4122503,412250,Campo Mourão,Roncador,PR,Sul,9447,
4316105,431610,CRS 15 Palmeira das Missões,Ronda Alta,RS,Sul,10633,014
4316204,431620,CRS 15 Palmeira das Missões,Rondinha,RS,Sul,5033,014
5107578,510757,Pontes e Lacerda,Rondolândia,MT,Centro-Oeste,4069,062
4122602,412260,Cianorte,Rondon,PR,Sul,9664,
1506187,150618,Rodovia BR 222,Rondon do Pará,PA,Norte,53242,029
5107602,510760,Rondonópolis,Rondonópolis,MT,Centro-Oeste,239613,062
4316303,431630,CRS 12 Santo Ângelo,Roque Gonzales,RS,Sul,6750,183
1400472,140047,Secretaria Estadual de Saúde,Rorainópolis,RR,Norte,31387,
3544251,354425,Presidente Prudente,Rosana,SP,Sudeste,15929,900
2109601,210960,Baixo Munim,Rosário,MA,Nordeste,43243,029
3156452,315645,Ubá,Rosário da Limeira,MG,Sudeste,4648,045
2806107,280610,Região Nossa Senhora do Socorro,Rosário do Catete,SE,Nordeste,11158,
4122651,412265,Ivaiporã,Rosário do Ivaí,PR,Sul,4595,052
4316402,431640,CRS 10 Alegrete,Rosário do Sul,RS,Sul,39210,074
5107701,510770,Diamantino,Rosário Oeste,MT,Centro-Oeste,16999,062
3544301,354430,Taubaté,Roseira,SP,Sudeste,10888,129
2707800,270780,Região 02,Roteiro,AL,Nordeste,6634,038
3156502,315650,Montes Claros,Rubelita,MG,Sudeste,5609,045
3544400,354440,Araçatuba,Rubiácea,SP,Sudeste,3195,113
5218904,521890,São Patrício,Rubiataba,GO,Centro-Oeste,20012,020
3156601,315660,Pedra Azul,Rubim,MG,Sudeste,10269,045
3544509,354450,São José do Rio Preto,Rubinéia,SP,Sudeste,3191,132
1506195,150619,Baixo Amazonas,Rurópolis,PA,Norte,52473,029
2311801,231180,Russas,Russas,CE,Nordeste,79550,040
2411106,241110,V ETAM,Ruy Barbosa,RN,Nordeste,3584,
2927200,292720,Itaberaba,Ruy Barbosa,BA,Nordeste,30900,
3156700,315670,Belo Horizonte,Sabará,MG,Sudeste,137877,009
4122701,412270,Apucarana,Sabáudia,PR,Sul,6954,
3544608,354460,Bauru,Sabino,SP,Sudeste,5638,084
3156809,315680,Diamantina,Sabinópolis,MG,Sudeste,15364,009
2311900,231190,Iguatu,Saboeiro,CE,Nordeste,15757,040
3156908,315690,Uberaba,Sacramento,MG,Sudeste,26556,015
4316428,431642,CRS 15 Palmeira das Missões,Sagrada Família,RS,Sul,2601,014
3544707,354470,Marília,Sagres,SP,Sudeste,2427,075
2612000,261200,Caruaru,Sairé,PE,Nordeste,9600,
4316436,431643,CRS 09 Cruz Alta,Saldanha Marinho,RS,Sul,2596,801
3544806,354480,São José do Rio Preto,Sales,SP,Sudeste,6481,900
3544905,354490,Franca,Sales Oliveira,SP,Sudeste,12103,008
3545001,354500,Grande São Paulo,Salesópolis,SP,Sudeste,17363,
4215307,421530,Rio do Sul,Salete,SC,Sul,7674,011
2513000,251300,VI Núcleo Regional de Saúde,Salgadinho,PB,Nordeste,3975,
2612109,261210,Limoeiro,Salgadinho,PE,Nordeste,11214,
2806206,280620,Região Lagarto,Salgado,SE,Nordeste,20051,
2513109,251310,XII Núcleo Regional de Saúde,Salgado de São Félix,PB,Nordeste,12123,
4122800,412280,Francisco Beltrão,Salgado Filho,PR,Sul,3389,
2612208,261220,Salgueiro,Salgueiro,PE,Nordeste,61561,
3157005,315700,Montes Claros,Salinas,MG,Sudeste,41864,045
2927309,292730,Santo Antônio de Jesus,Salinas da Margarida,BA,Nordeste,16047,
1506203,150620,Bacia Atlântico-Caetés,Salinópolis,PA,Norte,41164,029
2311959,231195,Crato,Salitre,CE,Nordeste,16714,040
3545100,354510,Marília,Salmourão,SP,Sudeste,5372,075
2612307,261230,Garanhuns,Saloá,PE,Nordeste,15880,104
3545159,354515,Piracicaba,Saltinho,SP,Sudeste,8498,016
4215356,421535,São Miguel do Oeste,Saltinho,SC,Sul,3727,011
3545209,354520,Sorocaba,Salto,SP,Sudeste,120779,008
3157104,315710,Pedra Azul,Salto da Divisa,MG,Sudeste,7014,045
3545308,354530,Sorocaba,Salto de Pirapora,SP,Sudeste,46285,031
5107750,510775,Cáceres,Salto do Céu,MT,Centro-Oeste,3226,062
4122909,412290,Jacarezinho,Salto do Itararé,PR,Sul,4862,
4316451,431645,CRS 09 Cruz Alta,Salto do Jacuí,RS,Sul,12512,014
4123006,412300,Francisco Beltrão,Salto do Lontra,PR,Sul,14957,
3545407,354540,Marília,Salto Grande,SP,Sudeste,9396,101
4215406,421540,Videira,Salto Veloso,SC,Sul,4792,011
2927408,292740,Salvador,Salvador,BA,Nordeste,2900319,019
4316477,431647,CRS 12 Santo Ângelo,Salvador das Missões,RS,Sul,2734,183
4316501,431650,CRS 02 Porto Alegre,Salvador do Sul,RS,Sul,7975,174
1506302,150630,Marajó Oriental,Salvaterra,PA,Norte,24392,029
2109700,210970,Baixo Balsas,Sambaíba,MA,Nordeste,5686,029
1718808,171880,Região de Saúde Bico do Papagaio,Sampaio,TO,Norte,4876,001
4316600,431660,CRS 06 Passo Fundo,Sananduva,RS,Sul,16382,005
5219001,521900,Oeste II,Sanclerlândia,GO,Centro-Oeste,7630,020
1718840,171884,Região de Saúde Centro-Sul,Sandolândia,TO,Norte,3371,001
3545506,354550,Presidente Prudente,Sandovalina,SP,Sudeste,4405,075
4215455,421545,Tubarão,Sangão,SC,Sul,13128,011
2612406,261240,Caruaru,Sanharó,PE,Nordeste,27308,088
4317103,431710,CRS 10 Alegrete,Sant'Ana do Livramento,RS,Sul,75647,074
3545605,354560,São José do Rio Preto,Santa Adélia,SP,Sudeste,15639,083
3545704,354570,São José do Rio Preto,Santa Albertina,SP,Sudeste,6036,132
4123105,412310,Cornélio Procópio,Santa Amélia,PR,Sul,3208,
2927507,292750,Feira de Santana,Santa Bárbara,BA,Nordeste,20971,030
3157203,315720,Itabira,Santa Bárbara,MG,Sudeste,31873,009
3545803,354580,Campinas,Santa Bárbara d'Oeste,SP,Sudeste,195278,059
5219100,521910,Central,Santa Bárbara de Goiás,GO,Centro-Oeste,6701,
3157252,315725,Coronel Fabriciano,Santa Bárbara do Leste,MG,Sudeste,8212,045
3157278,315727,Juiz de Fora,Santa Bárbara do Monte Verde,MG,Sudeste,3212,045
1506351,150635,Metropolitana,Santa Bárbara do Pará,PA,Norte,21811,029
4316709,431670,CRS 09 Cruz Alta,Santa Bárbara do Sul,RS,Sul,7813,014
3157302,315730,Barbacena,Santa Bárbara do Tugúrio,MG,Sudeste,4385,045
3546009,354600,Taubaté,Santa Branca,SP,Sudeste,14925,079
2927606,292760,Paulo Afonso,Santa Brígida,BA,Nordeste,13917,162
5107248,510724,Sinop,Santa Carmem,MT,Centro-Oeste,4600,062
2513158,251315,III Núcleo Regional de Saúde,Santa Cecília,PB,Nordeste,6526,
4215505,421550,Videira,Santa Cecília,SC,Sul,17004,011
4123204,412320,Cornélio Procópio,Santa Cecília do Pavão,PR,Sul,3253,046
4316733,431673,CRS 06 Passo Fundo,Santa Cecília do Sul,RS,Sul,1630,014
3546108,354610,São José do Rio Preto,Santa Clara d'Oeste,SP,Sudeste,2111,132
4316758,431675,CRS 16 Lajeado,Santa Clara do Sul,RS,Sul,6755,003
2411205,241120,V ETAM,Santa Cruz,RN,Nordeste,40295,017
2513208,251320,X Núcleo Regional de Saúde,Santa Cruz,PB,Nordeste,6579,
2612455,261245,Ouricuri,Santa Cruz,PE,Nordeste,15713,
2927705,292770,Eunápolis,Santa Cruz Cabrália,BA,Nordeste,28058,
2612471,261247,Serra Talhada,Santa Cruz da Baixa Verde,PE,Nordeste,12708,
3546207,354620,Piracicaba,Santa Cruz da Conceição,SP,Sudeste,4584,144
3546256,354625,Ribeirão Preto,Santa Cruz da Esperança,SP,Sudeste,2166,900
2927804,292780,Itabuna,Santa Cruz da Vitória,BA,Nordeste,6241,
3546306,354630,São João da Boa Vista,Santa Cruz das Palmeiras,SP,Sudeste,35102,144
5219209,521920,Estrada de Ferro,Santa Cruz de Goiás,GO,Centro-Oeste,2782,056
3157336,315733,São João Del Rei,Santa Cruz de Minas,MG,Sudeste,8723,045
4123303,412330,Paranavaí,Santa Cruz de Monte Castelo,PR,Sul,7705,
3157377,315737,Montes Claros,Santa Cruz de Salinas,MG,Sudeste,4074,045
1506401,150640,Marajó Oriental,Santa Cruz do Arari,PA,Norte,10496,029
2612505,261250,Caruaru,Santa Cruz do Capibaribe,PE,Nordeste,111812,088
3157401,315740,Ponte Nova,Santa Cruz do Escalvado,MG,Sudeste,4693,045
2209104,220910,TD Vale do Rio Guaribas,Santa Cruz do Piauí,PI,Nordeste,6254,
3546405,354640,Marília,Santa Cruz do Rio Pardo,SP,Sudeste,48207,101
4316808,431680,CRS 13 Santa Cruz do Sul,Santa Cruz do Sul,RS,Sul,132271,003
5107743,510774,Porto Alegre do Norte,Santa Cruz do Xingu,MT,Centro-Oeste,2700,062
2209153,220915,TD Vale do Sambito,Santa Cruz dos Milagres,PI,Nordeste,4046,
3157500,315750,Governador Valadares,Santa Efigênia de Minas,MG,Sudeste,4354,045
3546504,354650,Araraquara,Santa Ernestina,SP,Sudeste,5577,120
4123402,412340,Maringá,Santa Fé,PR,Sul,12330,098
5219258,521925,Rio Vermelho,Santa Fé de Goiás,GO,Centro-Oeste,5585,
3157609,315760,Pirapora,Santa Fé de Minas,MG,Sudeste,3806,045
1718865,171886,Região de Saúde Médio Norte,Santa Fé do Araguaia,TO,Norte,7678,001
3546603,354660,São José do Rio Preto,Santa Fé do Sul,SP,Sudeste,32796,132
2209203,220920,TD Chapada das Mangabeiras,Santa Filomena,PI,Nordeste,6256,
2612554,261255,Ouricuri,Santa Filomena,PE,Nordeste,14645,
2109759,210975,Pré-Amazônia,Santa Filomena do Maranhão,MA,Nordeste,7878,029
3546702,354670,Piracicaba,Santa Gertrudes,SP,Sudeste,27850,065
2109809,210980,Pericumã,Santa Helena,MA,Nordeste,42829,029
2513307,251330,IX Núcleo Regional de Saúde,Santa Helena,PB,Nordeste,5853,
4123501,412350,Toledo,Santa Helena,PR,Sul,27036,
4215554,421555,São Miguel do Oeste,Santa Helena,SC,Sul,2178,011
5219308,521930,Sudoeste I,Santa Helena de Goiás,GO,Centro-Oeste,38962,130
3157658,315765,Teófilo Otoni,Santa Helena de Minas,MG,Sudeste,6406,045
2109908,210990,Pindaré,Santa Inês,MA,Nordeste,89927,029
2513356,251335,VII Núcleo Regional de Saúde,Santa Inês,PB,Nordeste,3591,
2927903,292790,Jequié,Santa Inês,BA,Nordeste,10583,
4123600,412360,Maringá,Santa Inês,PR,Sul,1568,098
3546801,354680,Grande São Paulo,Santa Isabel,SP,Sudeste,58529,079
5219357,521935,São Patrício,Santa Isabel,GO,Centro-Oeste,3821,
4123709,412370,Paranavaí,Santa Isabel do Ivaí,PR,Sul,8484,
1303601,130360,Amazonas,Santa Isabel do Rio Negro,AM,Norte,26566,037
4123808,412380,Francisco Beltrão,Santa Izabel do Oeste,PR,Sul,14924,
1506500,150650,Rodovia PA-140/Rio Capim,Santa Izabel do Pará,PA,Norte,72856,029
3157708,315770,Uberaba,Santa Juliana,MG,Sudeste,14497,015
3204500,320450,SR Vitória,Santa Leopoldina,ES,Sudeste,12171,156
3546900,354690,Araraquara,Santa Lúcia,SP,Sudeste,8889,048
4123824,412382,Cascavel,Santa Lúcia,PR,Sul,3795,
2209302,220930,TD Chapada das Mangabeiras,Santa Luz,PI,Nordeste,5903,
2110005,211000,Pindaré,Santa Luzia,MA,Nordeste,73105,029
2513406,251340,VI Núcleo Regional de Saúde,Santa Luzia,PB,Nordeste,15470,
2928059,292805,Ilhéus,Santa Luzia,BA,Nordeste,12308,
3157807,315780,Belo Horizonte,Santa Luzia,MG,Sudeste,221705,009
1100296,110029,II Delegacia Regional de Saúde,Santa Luzia D'Oeste,RO,Norte,5942,166
2806305,280630,Região Estância,Santa Luzia do Itanhy,SE,Nordeste,14205,
2707909,270790,Região 01,Santa Luzia do Norte,AL,Nordeste,7344,038
1506559,150655,Bacia Atlântico-Caetés,Santa Luzia do Pará,PA,Norte,19839,029
2110039,211003,Alto Turi,Santa Luzia do Paruá,MA,Nordeste,25487,029
3157906,315790,Manhumirim,Santa Margarida,MG,Sudeste,16393,045
4316972,431697,CRS 10 Alegrete,Santa Margarida do Sul,RS,Sul,2593,801
2409332,240933,V ETAM,Santa Maria,RN,Nordeste,5689,
4316907,431690,CRS 04 Santa Maria,Santa Maria,RS,Sul,285159,801
2612604,261260,Petrolina,Santa Maria da Boa Vista,PE,Nordeste,42266,
3547007,354700,Piracicaba,Santa Maria da Serra,SP,Sudeste,6298,900
2928109,292810,Santa Maria da Vitória,Santa Maria da Vitória,BA,Nordeste,39707,
1506583,150658,Araguaia,Santa Maria das Barreiras,PA,Norte,22244,029
3158003,315800,Itabira,Santa Maria de Itabira,MG,Sudeste,10867,045
3204559,320455,SR Vitória,Santa Maria de Jetibá,ES,Sudeste,41588,156
2612703,261270,Caruaru,Santa Maria do Cambucá,PE,Nordeste,14308,
4316956,431695,CRS 01 Porto Alegre,Santa Maria do Herval,RS,Sul,6382,174
4123857,412385,Ivaiporã,Santa Maria do Oeste,PR,Sul,9210,
1506609,150660,Rodovia BR 010,Santa Maria do Pará,PA,Norte,25127,029
3158102,315810,Pedra Azul,Santa Maria do Salto,MG,Sudeste,5203,045
3158201,315820,Governador Valadares,Santa Maria do Suaçuí,MG,Sudeste,14607,009
2312601,231260,Caucaia,São Luís do Curu,CE,Nordeste,13086,040
1718881,171888,Região de Saúde Cultura do Cerrado,Santa Maria do Tocantins,TO,Norte,3537,001
3304607,330460,Serrana,Santa Maria Madalena,RJ,Sudeste,10380,114
4123907,412390,Cornélio Procópio,Santa Mariana,PR,Sul,11523,046
3547106,354710,Presidente Prudente,Santa Mercedes,SP,Sudeste,2947,075
4123956,412395,Paranavaí,Santa Mônica,PR,Sul,4052,
2312205,231220,Sobral,Santa Quitéria,CE,Nordeste,43719,040
2110104,211010,Delta do Parnaíba,Santa Quitéria do Maranhão,MA,Nordeste,25884,029
2110203,211020,Baixo Itapecuru,Santa Rita,MA,Nordeste,38732,029
2513703,251370,I Núcleo Regional de Saúde,Santa Rita,PB,Nordeste,138093,
3547403,354740,São José do Rio Preto,Santa Rita d'Oeste,SP,Sudeste,2476,132
3159209,315920,Pouso Alegre,Santa Rita de Caldas,MG,Sudeste,8900,182
2928406,292840,Barreiras,Santa Rita de Cássia,BA,Nordeste,28613,
3159407,315940,Barbacena,Santa Rita de Ibitipoca,MG,Sudeste,3380,045
3159308,315930,Juiz de Fora,Santa Rita de Jacutinga,MG,Sudeste,4843,045
3159357,315935,Coronel Fabriciano,Santa Rita de Minas,MG,Sudeste,7322,045
5219407,521940,Sudoeste II,Santa Rita do Araguaia,GO,Centro-Oeste,9110,
3159506,315950,Governador Valadares,Santa Rita do Itueto,MG,Sudeste,5426,045
5219456,521945,São Patrício,Santa Rita do Novo Destino,GO,Centro-Oeste,3367,
5007554,500755,NCT de Três Lagoas,Santa Rita do Pardo,MS,Centro-Oeste,7948,004
3547502,354750,Ribeirão Preto,Santa Rita do Passa Quatro,SP,Sudeste,27641,900
3159605,315960,Pouso Alegre,Santa Rita do Sapucaí,MG,Sudeste,44226,041
1718899,171889,Região de Saúde Centro-Sul,Santa Rita do Tocantins,TO,Norte,2407,001
5107768,510776,Sinop,Santa Rita do Trivelato,MT,Centro-Oeste,3602,062
4317202,431720,CRS 14 Santa Rosa,Santa Rosa,RS,Sul,73882,183
3159704,315970,Patos de Minas,Santa Rosa da Serra,MG,Sudeste,3364,045
5219506,521950,Central,Santa Rosa de Goiás,GO,Centro-Oeste,2200,020
2806503,280650,Região Aracaju,Santa Rosa de Lima,SE,Nordeste,3933,
4215604,421560,Tubarão,Santa Rosa de Lima,SC,Sul,2151,011
3547601,354760,Ribeirão Preto,Santa Rosa de Viterbo,SP,Sudeste,26960,008
2209377,220937,TD Vale do Canindé,Santa Rosa do Piauí,PI,Nordeste,5254,
1200435,120043,Acre,Santa Rosa do Purus,AC,Norte,6893,169
4215653,421565,Araranguá,Santa Rosa do Sul,SC,Sul,8397,011
1718907,171890,Região de Saúde de Porto Nacional,Santa Rosa do Tocantins,TO,Norte,4864,001
3547650,354765,São José do Rio Preto,Santa Salete,SP,Sudeste,1558,132
3204609,320460,SR Vitória,Santa Teresa,ES,Sudeste,23853,156
2513802,251380,VI Núcleo Regional de Saúde,Santa Teresinha,PB,Nordeste,4550,
4317251,431725,CRS 05 Caxias do Sul,Santa Tereza,RS,Sul,1722,014
5219605,521960,Norte,Santa Tereza de Goiás,GO,Centro-Oeste,3207,
4124020,412402,Cascavel,Santa Tereza do Oeste,PR,Sul,10055,
1719004,171900,Região de Saúde do Capim Dourado,Santa Tereza do Tocantins,TO,Norte,2928,001
2612802,261280,Afogados da Ingazeira,Santa Terezinha,PE,Nordeste,11914,
2928505,292850,Santo Antônio de Jesus,Santa Terezinha,BA,Nordeste,10520,
4215679,421567,Rio do Sul,Santa Terezinha,SC,Sul,8760,011
5107776,510777,Porto Alegre do Norte,Santa Terezinha,MT,Centro-Oeste,8547,062
5219704,521970,São Patrício,Santa Terezinha de Goiás,GO,Centro-Oeste,8386,
4124053,412405,Foz do Iguaçu,Santa Terezinha de Itaipu,PR,Sul,23927,
4215687,421568,São Miguel do Oeste,Santa Terezinha do Progresso,SC,Sul,2317,011
1720002,172000,Região de Saúde Portal do Bico,Santa Terezinha do Tocantins,TO,Norte,2530,001
3159803,315980,Ituiutaba,Santa Vitória,MG,Sudeste,19997,045
4317301,431730,CRS 03 Pelotas,Santa Vitória do Palmar,RS,Sul,29298,801
2928000,292800,Serrinha,Santaluz,BA,Nordeste,37704,
1600600,160060,I Regional de Saúde,Santana,AP,Norte,124808,138
2928208,292820,Santa Maria da Vitória,Santana,BA,Nordeste,26792,
4317004,431700,CRS 03 Pelotas,Santana da Boa Vista,RS,Sul,8037,801
3547205,354720,São José do Rio Preto,Santana da Ponte Pensa,SP,Sudeste,1448,132
3158300,315830,Varginha,Santana da Vargem,MG,Sudeste,7047,045
3158409,315840,Leopoldina,Santana de Cataguases,MG,Sudeste,3909,
2513505,251350,VII Núcleo Regional de Saúde,Santana de Mangueira,PB,Nordeste,5098,
3547304,354730,Grande São Paulo,Santana de Parnaíba,SP,Sudeste,145073,007
3158508,315850,Sete Lagoas,Santana de Pirapama,MG,Sudeste,7538,045
2312007,231200,Sobral,Santana do Acaraú,CE,Nordeste,32851,040
1506708,150670,Planalto do Araguaia,Santana do Araguaia,PA,Norte,75995,029
2312106,231210,Crato,Santana do Cariri,CE,Nordeste,17726,040
